indicator,period,geography,source,description,data,code
Local election turnout,2018-06,Electoral ward,Trafford Council,Percentage turnout in the May 2018 Local Elections.,https://www.trafforddatalab.io/ward_data/governance/data/local_election_turnout.csv,
