area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,16.2
E05000820,Ashton upon Mersey,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,9.3
E05000821,Bowdon,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,10.8
E05000822,Broadheath,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,11.2
E05000823,Brooklands,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,8.3
E05000824,Bucklow-St Martins,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,25.4
E05000825,Clifford,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,20.9
E05000826,Davyhulme East,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,15.7
E05000827,Davyhulme West,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,8.7
E05000828,Flixton,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,7.3
E05000829,Gorse Hill,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,26.7
E05000830,Hale Barns,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,8.1
E05000831,Hale Central,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,10.5
E05000832,Longford,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,20.1
E05000833,Priory,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,19.3
E05000834,St Mary's,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,10.4
E05000835,Sale Moor,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,8.9
E05000836,Stretford,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,15
E05000837,Timperley,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,5.3
E05000838,Urmston,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,12.7
E05000839,Village,Anti-social behaviour,2017-10 to 2018-11,Rate,Incidents,13.7
