area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Households with no adults in employment with dependent children,2011,percent,households,2
E05000820,Ashton upon Mersey,Households with no adults in employment with dependent children,2011,percent,households,1.6
E05000821,Bowdon,Households with no adults in employment with dependent children,2011,percent,households,1.7
E05000822,Broadheath,Households with no adults in employment with dependent children,2011,percent,households,2.3
E05000823,Brooklands,Households with no adults in employment with dependent children,2011,percent,households,1.3
E05000824,Bucklow-St Martins,Households with no adults in employment with dependent children,2011,percent,households,10.2
E05000825,Clifford,Households with no adults in employment with dependent children,2011,percent,households,7.4
E05000826,Davyhulme East,Households with no adults in employment with dependent children,2011,percent,households,2.7
E05000827,Davyhulme West,Households with no adults in employment with dependent children,2011,percent,households,3
E05000828,Flixton,Households with no adults in employment with dependent children,2011,percent,households,1.3
E05000829,Gorse Hill,Households with no adults in employment with dependent children,2011,percent,households,6.1
E05000830,Hale Barns,Households with no adults in employment with dependent children,2011,percent,households,1.8
E05000831,Hale Central,Households with no adults in employment with dependent children,2011,percent,households,1.5
E05000832,Longford,Households with no adults in employment with dependent children,2011,percent,households,5.2
E05000833,Priory,Households with no adults in employment with dependent children,2011,percent,households,1.5
E05000834,St Mary's,Households with no adults in employment with dependent children,2011,percent,households,4.9
E05000835,Sale Moor,Households with no adults in employment with dependent children,2011,percent,households,3.9
E05000836,Stretford,Households with no adults in employment with dependent children,2011,percent,households,4.4
E05000837,Timperley,Households with no adults in employment with dependent children,2011,percent,households,0.9
E05000838,Urmston,Households with no adults in employment with dependent children,2011,percent,households,2.1
E05000839,Village,Households with no adults in employment with dependent children,2011,percent,households,4
