indicator,period,geography,source,description,data,code
Area covered by green space,2018,Electoral ward,OS Open Greenspace,"Percentage of area covered by green space. Higher percentages indicate greater area covered by playing fields, golf courses, cemeteries, public parks and other green spaces.",https://www.trafforddatalab.io/ward_data/environment/data/greenspace.csv,https://www.trafforddatalab.io/ward_data/environment/code/greenspace.R
