indicator,period,geography,source,description,data,code
"Average broadband speed",2017-05,"Electoral ward",Ofcom,"Average download speed in Megabits per second (Mbit/s) of fixed broadband connections from the following providers: BT, Virgin Media, Sky, Talk Talk, Vodafone and KCOM. Source data was provided at postcode level which has then been aggregated to ward level.",https://www.trafforddatalab.io/ward_data/communications/data/average_broadband_speed.csv,https://www.trafforddatalab.io/ward_data/communications/code/average_broadband_speed.R
